,Date,Home,Away,Win Percent Diff,WP vs. A Diff,Points Diff,Result
0,2020-12-22,Brooklyn Nets,Golden State Warriors,0.0,0.0,0.0,1
1,2020-12-22,Los Angeles Lakers,LA Clippers,0.0,0.0,0.0,0
2,2020-12-23,Minnesota Timberwolves,Detroit Pistons,0.0,0.0,0.0,1
3,2020-12-23,Chicago Bulls,Atlanta Hawks,0.0,0.0,0.0,0
4,2020-12-23,Cleveland Cavaliers,Charlotte Hornets,0.0,0.0,0.0,1
5,2020-12-23,Orlando Magic,Miami Heat,0.0,0.0,0.0,1
6,2020-12-23,Toronto Raptors,New Orleans Pelicans,0.0,0.0,0.0,0
7,2020-12-23,Indiana Pacers,New York Knicks,0.0,0.0,0.0,1
8,2020-12-23,Portland Trail Blazers,Utah Jazz,0.0,0.0,0.0,0
9,2020-12-23,Denver Nuggets,Sacramento Kings,0.0,0.0,0.0,0
10,2020-12-23,Philadelphia 76ers,Washington Wizards,0.0,0.0,0.0,1
11,2020-12-23,Boston Celtics,Milwaukee Bucks,0.0,0.0,0.0,1
12,2020-12-23,Memphis Grizzlies,San Antonio Spurs,0.0,0.0,0.0,0
13,2020-12-23,Phoenix Suns,Dallas Mavericks,0.0,0.0,0.0,1
14,2020-12-25,Milwaukee Bucks,Golden State Warriors,0.0,0.0,121.0,1
15,2020-12-25,Boston Celtics,Brooklyn Nets,1.0,0.0,122.0,0
16,2020-12-25,Miami Heat,New Orleans Pelicans,-1.0,0.0,-6.0,1
17,2020-12-25,Denver Nuggets,LA Clippers,-1.0,0.0,6.0,0
18,2020-12-25,Los Angeles Lakers,Dallas Mavericks,0.0,0.0,7.0,1
19,2020-12-26,Memphis Grizzlies,Atlanta Hawks,-1.0,0.0,-5.0,0
20,2020-12-26,Washington Wizards,Orlando Magic,-1.0,0.0,-6.0,0
21,2020-12-26,Detroit Pistons,Cleveland Cavaliers,-1.0,0.0,-20.0,0
22,2020-12-26,New York Knicks,Philadelphia 76ers,-1.0,0.0,-6.0,0
23,2020-12-26,Charlotte Hornets,Oklahoma City Thunder,0.0,0.0,114.0,0
24,2020-12-26,Chicago Bulls,Indiana Pacers,-1.0,0.0,-17.0,0
25,2020-12-26,San Antonio Spurs,Toronto Raptors,1.0,0.0,32.0,1
26,2020-12-26,Portland Trail Blazers,Houston Rockets,0.0,0.0,100.0,1
27,2020-12-26,Utah Jazz,Minnesota Timberwolves,0.0,0.0,9.0,0
28,2020-12-26,Sacramento Kings,Phoenix Suns,0.0,0.0,18.0,1
29,2020-12-27,Chicago Bulls,Golden State Warriors,0.0,0.0,6.0,0
30,2020-12-27,Los Angeles Lakers,Minnesota Timberwolves,-0.5,0.0,10.0,1
31,2020-12-27,Washington Wizards,Orlando Magic,-1.0,-1.0,-8.0,0
32,2020-12-27,Sacramento Kings,Phoenix Suns,0.5,1.0,10.5,0
33,2020-12-27,New York Knicks,Milwaukee Bucks,-0.5,0.0,-31.5,1
34,2020-12-27,New Orleans Pelicans,San Antonio Spurs,-0.5,0.0,-19.5,1
35,2020-12-27,Indiana Pacers,Boston Celtics,0.5,0.0,14.5,1
36,2020-12-27,LA Clippers,Dallas Mavericks,1.0,0.0,10.0,0
37,2020-12-27,Charlotte Hornets,Brooklyn Nets,-1.0,0.0,-12.5,1
38,2020-12-27,Cleveland Cavaliers,Philadelphia 76ers,0.0,0.0,13.5,1
39,2020-12-28,Atlanta Hawks,Detroit Pistons,1.0,0.0,13.0,1
40,2020-12-28,Los Angeles Lakers,Portland Trail Blazers,0.16666666666666663,0.0,10.666666666666671,0
41,2020-12-28,Denver Nuggets,Houston Rockets,0.0,0.0,-11.0,1
42,2020-12-28,Oklahoma City Thunder,Utah Jazz,0.5,0.0,-6.5,0
43,2020-12-28,Brooklyn Nets,Memphis Grizzlies,0.5,0.0,-2.0,0
44,2020-12-29,Miami Heat,Milwaukee Bucks,0.16666666666666669,0.0,-14.0,0
45,2020-12-29,Philadelphia 76ers,Toronto Raptors,0.6666666666666666,0.0,-1.1666666666666714,1
46,2020-12-29,Detroit Pistons,Golden State Warriors,-0.5,0.0,-0.6666666666666714,0
47,2020-12-29,Indiana Pacers,Boston Celtics,0.6666666666666667,1.0,10.0,0
48,2020-12-29,Phoenix Suns,New Orleans Pelicans,0.0,0.0,5.333333333333329,1
49,2020-12-29,Washington Wizards,Chicago Bulls,0.0,0.0,0.6666666666666572,0
50,2020-12-29,Oklahoma City Thunder,Orlando Magic,-0.5,0.0,-12.0,0
51,2020-12-29,Sacramento Kings,Denver Nuggets,0.3333333333333333,1.0,-8.0,1
52,2020-12-29,LA Clippers,Minnesota Timberwolves,0.0,0.0,-2.6666666666666714,1
53,2020-12-29,Cleveland Cavaliers,New York Knicks,0.6666666666666667,0.0,13.666666666666657,0
54,2020-12-30,Brooklyn Nets,Atlanta Hawks,-0.6666666666666667,0.0,-12.0,1
55,2020-12-30,San Antonio Spurs,Los Angeles Lakers,0.16666666666666663,0.0,-5.25,0
56,2020-12-30,Dallas Mavericks,Charlotte Hornets,0.0,0.0,4.666666666666671,0
57,2020-12-30,Boston Celtics,Memphis Grizzlies,0.16666666666666669,0.0,-5.666666666666671,1
58,2020-12-30,LA Clippers,Portland Trail Blazers,0.08333333333333337,0.0,-5.833333333333329,1
59,2020-12-30,Miami Heat,Milwaukee Bucks,-0.16666666666666669,-1.0,-23.25,1
60,2020-12-31,Washington Wizards,Chicago Bulls,-0.25,-1.0,-1.5,0
61,2020-12-31,Oklahoma City Thunder,New Orleans Pelicans,-0.16666666666666669,0.0,9.583333333333329,0
62,2020-12-31,Orlando Magic,Philadelphia 76ers,0.25,0.0,16.25,0
63,2020-12-31,Utah Jazz,Phoenix Suns,-0.08333333333333337,0.0,4.666666666666671,0
64,2020-12-31,Indiana Pacers,Cleveland Cavaliers,0.0,0.0,3.0,1
65,2020-12-31,Houston Rockets,Sacramento Kings,-0.75,0.0,4.75,1
66,2020-12-31,Toronto Raptors,New York Knicks,-0.5,0.0,-3.25,1
67,2021-01-01,Golden State Warriors,Portland Trail Blazers,0.16666666666666663,0.0,2.6666666666666714,0
68,2021-01-01,Charlotte Hornets,Memphis Grizzlies,0.25,0.0,-2.25,0
69,2021-01-01,Brooklyn Nets,Atlanta Hawks,-0.25,1.0,-8.0,0
70,2021-01-01,Dallas Mavericks,Miami Heat,-0.25,0.0,1.5,1
71,2021-01-01,Utah Jazz,LA Clippers,-0.30000000000000004,0.0,-3.4000000000000057,1
72,2021-01-01,Detroit Pistons,Boston Celtics,-0.6,0.0,-1.7000000000000028,1
73,2021-01-01,San Antonio Spurs,Los Angeles Lakers,-0.09999999999999998,-1.0,-7.400000000000006,0
74,2021-01-01,Minnesota Timberwolves,Washington Wizards,0.5,0.0,-10.650000000000006,0
75,2021-01-01,Denver Nuggets,Phoenix Suns,-0.55,0.0,8.849999999999994,0
76,2021-01-01,Milwaukee Bucks,Chicago Bulls,0.0,0.0,7.0,1
77,2021-01-02,Indiana Pacers,New York Knicks,0.4,1.0,16.0,0
78,2021-01-02,Philadelphia 76ers,Charlotte Hornets,0.4,0.0,-1.1999999999999886,1
79,2021-01-02,Atlanta Hawks,Cleveland Cavaliers,0.20000000000000007,0.0,15.399999999999991,0
80,2021-01-02,Houston Rockets,Sacramento Kings,-0.26666666666666666,1.0,4.866666666666674,1
81,2021-01-02,New Orleans Pelicans,Toronto Raptors,0.35,1.0,0.09999999999999432,1
82,2021-01-02,Orlando Magic,Oklahoma City Thunder,0.55,1.0,13.349999999999994,0
83,2021-01-03,Chicago Bulls,Dallas Mavericks,-0.06666666666666671,0.0,7.066666666666677,1
84,2021-01-03,Phoenix Suns,LA Clippers,0.16666666666666674,0.0,-2.3333333333333286,0
85,2021-01-03,Detroit Pistons,Boston Celtics,-0.3,1.0,-1.433333333333323,0
86,2021-01-03,San Antonio Spurs,Utah Jazz,-0.19999999999999996,0.0,2.5999999999999943,0
87,2021-01-03,Minnesota Timberwolves,Denver Nuggets,0.2,0.0,-8.800000000000011,0
88,2021-01-03,Golden State Warriors,Portland Trail Blazers,-0.09999999999999998,-1.0,-3.700000000000003,1
89,2021-01-03,Brooklyn Nets,Washington Wizards,0.23333333333333336,0.0,-2.0333333333333314,0
90,2021-01-03,Memphis Grizzlies,Los Angeles Lakers,-0.2666666666666666,0.0,-6.099999999999994,0
91,2021-01-04,Golden State Warriors,Sacramento Kings,0.09999999999999998,0.0,4.466666666666669,1
92,2021-01-04,Toronto Raptors,Boston Celtics,-0.3714285714285714,0.0,-7.171428571428564,0
93,2021-01-04,Orlando Magic,Cleveland Cavaliers,0.0,0.0,4.0,1
94,2021-01-04,Atlanta Hawks,New York Knicks,0.16666666666666663,0.0,18.33333333333333,0
95,2021-01-04,Houston Rockets,Dallas Mavericks,0.16666666666666669,0.0,8.416666666666671,0
96,2021-01-04,New Orleans Pelicans,Indiana Pacers,0.0,0.0,-9.666666666666657,0
97,2021-01-04,Milwaukee Bucks,Detroit Pistons,0.33333333333333337,0.0,14.166666666666671,1
98,2021-01-04,Miami Heat,Oklahoma City Thunder,0.0,0.0,0.8000000000000114,1
99,2021-01-04,Philadelphia 76ers,Charlotte Hornets,0.5,1.0,1.5,1
100,2021-01-05,Denver Nuggets,Minnesota Timberwolves,0.0,1.0,9.833333333333329,1
101,2021-01-05,LA Clippers,San Antonio Spurs,0.380952380952381,0.0,-0.095238095238102,0
102,2021-01-05,Portland Trail Blazers,Chicago Bulls,0.07142857142857145,0.0,1.2142857142857082,0
103,2021-01-05,Memphis Grizzlies,Los Angeles Lakers,-0.380952380952381,-1.0,-7.666666666666671,0
104,2021-01-05,Brooklyn Nets,Utah Jazz,-0.3333333333333333,0.0,4.833333333333329,1
105,2021-01-06,Atlanta Hawks,Charlotte Hornets,0.2857142857142857,0.0,11.0,0
106,2021-01-06,Phoenix Suns,Toronto Raptors,0.5476190476190477,0.0,1.8571428571428612,1
107,2021-01-06,Golden State Warriors,LA Clippers,0.04166666666666663,0.0,8.458333333333329,0
108,2021-01-06,New Orleans Pelicans,Oklahoma City Thunder,0.23809523809523808,1.0,5.785714285714292,0
109,2021-01-06,Miami Heat,Boston Celtics,-0.125,0.0,-7.541666666666671,0
110,2021-01-06,Indiana Pacers,Houston Rockets,0.3142857142857143,0.0,2.6571428571428584,1
111,2021-01-06,Philadelphia 76ers,Washington Wizards,0.5714285714285714,1.0,-7.571428571428569,1
112,2021-01-06,Milwaukee Bucks,Detroit Pistons,0.42857142857142855,1.0,13.57142857142857,1
113,2021-01-06,Sacramento Kings,Chicago Bulls,-0.07142857142857145,0.0,-3.3035714285714306,1
114,2021-01-06,Orlando Magic,Cleveland Cavaliers,0.1428571428571429,1.0,6.285714285714278,1
115,2021-01-06,New York Knicks,Utah Jazz,0.0,0.0,-6.428571428571416,1
116,2021-01-07,Denver Nuggets,Dallas Mavericks,0.0,0.0,9.285714285714292,0
117,2021-01-07,Los Angeles Lakers,San Antonio Spurs,0.32142857142857145,1.0,2.6964285714285694,0
118,2021-01-07,Memphis Grizzlies,Cleveland Cavaliers,-0.2142857142857143,0.0,3.732142857142861,0
119,2021-01-07,Brooklyn Nets,Philadelphia 76ers,-0.44642857142857145,0.0,3.964285714285708,1
120,2021-01-07,Portland Trail Blazers,Minnesota Timberwolves,0.14285714285714285,0.0,6.857142857142861,1
121,2021-01-08,Memphis Grizzlies,Brooklyn Nets,-0.25,1.0,-14.375,1
122,2021-01-08,Boston Celtics,Washington Wizards,0.41666666666666663,0.0,-8.083333333333329,1
123,2021-01-08,Houston Rockets,Orlando Magic,-0.4166666666666667,0.0,1.3333333333333286,1
124,2021-01-08,Milwaukee Bucks,Utah Jazz,0.125,0.0,16.75,0
125,2021-01-08,Sacramento Kings,Toronto Raptors,0.35714285714285715,0.0,5.464285714285708,0
126,2021-01-08,New Orleans Pelicans,Charlotte Hornets,0.125,0.0,0.125,0
127,2021-01-08,Detroit Pistons,Phoenix Suns,-0.625,0.0,1.75,1
128,2021-01-08,Los Angeles Lakers,Chicago Bulls,0.2222222222222222,0.0,-1.4444444444444429,1
129,2021-01-08,New York Knicks,Oklahoma City Thunder,0.19642857142857145,0.0,2.375,0
130,2021-01-08,Golden State Warriors,LA Clippers,-0.09523809523809523,-1.0,6.158730158730151,1
131,2021-01-09,Minnesota Timberwolves,San Antonio Spurs,-0.25,0.0,-3.5,0
132,2021-01-09,Indiana Pacers,Phoenix Suns,0.08333333333333337,0.0,5.5277777777777715,0
133,2021-01-09,Philadelphia 76ers,Denver Nuggets,0.4027777777777778,0.0,-2.8888888888888857,0
134,2021-01-09,Milwaukee Bucks,Cleveland Cavaliers,0.0,0.0,22.33333333333333,1
135,2021-01-09,Charlotte Hornets,Atlanta Hawks,-0.05555555555555558,1.0,-7.361111111111114,1
136,2021-01-09,Sacramento Kings,Portland Trail Blazers,-0.05555555555555558,0.0,-3.1111111111111143,0
137,2021-01-09,Washington Wizards,Miami Heat,-0.20634920634920634,0.0,13.50793650793652,0
138,2021-01-09,Dallas Mavericks,Orlando Magic,-0.16666666666666663,0.0,1.9722222222222285,1
139,2021-01-10,Golden State Warriors,Toronto Raptors,0.375,0.0,4.625,1
140,2021-01-10,LA Clippers,Chicago Bulls,0.19999999999999996,0.0,-5.0,1
141,2021-01-10,Brooklyn Nets,Oklahoma City Thunder,-0.05555555555555558,0.0,16.236111111111114,0
142,2021-01-10,Minnesota Timberwolves,San Antonio Spurs,-0.33333333333333337,-1.0,-3.444444444444443,1
143,2021-01-10,Houston Rockets,Los Angeles Lakers,-0.2714285714285714,0.0,0.3857142857142861,0
144,2021-01-10,Detroit Pistons,Utah Jazz,-0.33333333333333337,0.0,0.3333333333333286,0
145,2021-01-10,New York Knicks,Denver Nuggets,0.11111111111111116,0.0,-14.1111111111111,0
146,2021-01-11,Washington Wizards,Phoenix Suns,-0.49999999999999994,0.0,8.900000000000006,1
147,2021-01-11,Atlanta Hawks,Philadelphia 76ers,-0.25555555555555554,0.0,1.1111111111111143,1
148,2021-01-11,Sacramento Kings,Indiana Pacers,-0.2666666666666666,0.0,-2.5999999999999943,1
149,2021-01-11,Cleveland Cavaliers,Memphis Grizzlies,0.16666666666666669,1.0,-4.98888888888888,0
150,2021-01-11,Charlotte Hornets,New York Knicks,0.0,0.0,7.1000000000000085,1
151,2021-01-11,Orlando Magic,Milwaukee Bucks,0.0,0.0,-15.200000000000003,0
152,2021-01-11,Portland Trail Blazers,Toronto Raptors,0.33333333333333337,0.0,6.7777777777777715,1
153,2021-01-12,Oklahoma City Thunder,San Antonio Spurs,0.05555555555555558,0.0,-6.211111111111109,0
154,2021-01-12,Brooklyn Nets,Denver Nuggets,-0.09999999999999998,0.0,1.4000000000000057,1
155,2021-01-12,Golden State Warriors,Indiana Pacers,0.06666666666666665,0.0,-0.36666666666667425,0
156,2021-01-12,Philadelphia 76ers,Miami Heat,0.13636363636363635,0.0,2.7727272727272663,1
157,2021-01-12,Houston Rockets,Los Angeles Lakers,-0.3522727272727273,-1.0,-1.7045454545454533,0
158,2021-01-12,Cleveland Cavaliers,Utah Jazz,-0.14545454545454545,0.0,-9.5,0
159,2021-01-13,LA Clippers,New Orleans Pelicans,0.19191919191919193,0.0,4.707070707070699,1
160,2021-01-13,Minnesota Timberwolves,Memphis Grizzlies,-0.10000000000000003,0.0,3.3999999999999915,0
161,2021-01-13,New York Knicks,Brooklyn Nets,0.0,0.0,-18.181818181818173,0
162,2021-01-13,Sacramento Kings,Portland Trail Blazers,-0.14545454545454545,-1.0,-3.5727272727272634,0
163,2021-01-13,Detroit Pistons,Milwaukee Bucks,-0.43636363636363634,-1.0,-13.10909090909091,0
164,2021-01-13,Charlotte Hornets,Dallas Mavericks,-0.010101010101010166,1.0,-1.5454545454545467,0
165,2021-01-13,Oklahoma City Thunder,Los Angeles Lakers,-0.25,0.0,-10.066666666666677,0
166,2021-01-14,Philadelphia 76ers,Miami Heat,0.2222222222222222,1.0,2.083333333333343,1
167,2021-01-14,Denver Nuggets,Golden State Warriors,-0.14545454545454545,0.0,3.154545454545456,1
168,2021-01-14,Portland Trail Blazers,Indiana Pacers,0.0,0.0,4.0,0
169,2021-01-14,Toronto Raptors,Charlotte Hornets,-0.3,0.0,3.933333333333323,1
170,2021-01-14,San Antonio Spurs,Houston Rockets,0.2121212121212121,0.0,-0.1515151515151416,0
171,2021-01-15,Utah Jazz,Atlanta Hawks,0.13636363636363635,0.0,-3.7181818181818187,1
172,2021-01-15,Milwaukee Bucks,Dallas Mavericks,0.06666666666666665,0.0,11.516666666666666,1
173,2021-01-15,Oklahoma City Thunder,Chicago Bulls,0.09090909090909088,0.0,-12.0,1
174,2021-01-15,Los Angeles Lakers,New Orleans Pelicans,0.36923076923076925,0.0,8.692307692307693,1
175,2021-01-15,Sacramento Kings,LA Clippers,-0.24999999999999994,0.0,3.0,0
176,2021-01-15,Boston Celtics,Orlando Magic,0.15454545454545454,0.0,6.9090909090909065,1
177,2021-01-15,Cleveland Cavaliers,New York Knicks,0.0,-1.0,-1.9166666666666572,1
178,2021-01-16,Brooklyn Nets,Orlando Magic,0.0,0.0,12.75,1
179,2021-01-16,Memphis Grizzlies,Philadelphia 76ers,-0.23776223776223776,0.0,-7.76223776223776,1
180,2021-01-16,Toronto Raptors,Charlotte Hornets,-0.18881118881118886,1.0,3.860139860139867,1
181,2021-01-16,San Antonio Spurs,Houston Rockets,0.09999999999999998,-1.0,-0.4333333333333229,1
182,2021-01-16,Miami Heat,Detroit Pistons,0.2181818181818182,0.0,2.9090909090909065,0
183,2021-01-16,Portland Trail Blazers,Atlanta Hawks,0.12878787878787884,0.0,4.0909090909090935,1
184,2021-01-17,Sacramento Kings,New Orleans Pelicans,0.02097902097902099,0.0,7.706293706293707,0
185,2021-01-17,Dallas Mavericks,Chicago Bulls,0.2121212121212121,-1.0,-7.469696969696969,0
186,2021-01-17,Denver Nuggets,Utah Jazz,-0.16666666666666663,0.0,5.583333333333329,0
187,2021-01-17,Boston Celtics,New York Knicks,0.34265734265734266,0.0,13.0,0
188,2021-01-17,LA Clippers,Indiana Pacers,0.02564102564102566,0.0,-0.564102564102555,1
189,2021-01-18,Los Angeles Lakers,Golden State Warriors,0.24025974025974028,0.0,2.9740259740259773,0
190,2021-01-18,Portland Trail Blazers,San Antonio Spurs,0.07692307692307698,0.0,5.615384615384613,0
191,2021-01-18,Atlanta Hawks,Minnesota Timberwolves,0.14393939393939398,0.0,2.780303030303031,1
192,2021-01-18,Brooklyn Nets,Milwaukee Bucks,-0.15384615384615385,0.0,-1.8461538461538396,1
193,2021-01-18,Toronto Raptors,Dallas Mavericks,-0.16666666666666669,0.0,2.8333333333333286,1
194,2021-01-18,Miami Heat,Detroit Pistons,0.11363636363636365,-1.0,0.9166666666666714,1
195,2021-01-18,New York Knicks,Orlando Magic,-0.032967032967033016,0.0,-4.791208791208788,1
196,2021-01-18,Memphis Grizzlies,Phoenix Suns,-0.13636363636363635,0.0,-3.9545454545454533,1
197,2021-01-18,Chicago Bulls,Houston Rockets,0.02097902097902099,0.0,7.573426573426573,1
198,2021-01-19,Denver Nuggets,Oklahoma City Thunder,-0.038461538461538436,0.0,9.384615384615387,1
199,2021-01-19,Utah Jazz,New Orleans Pelicans,0.2756410256410256,0.0,2.788461538461533,1
200,2021-01-20,Houston Rockets,Phoenix Suns,-0.25000000000000006,0.0,0.25,0
201,2021-01-20,Atlanta Hawks,Detroit Pistons,0.23076923076923078,1.0,2.2307692307692406,1
202,2021-01-20,Minnesota Timberwolves,Orlando Magic,-0.17857142857142855,0.0,3.1666666666666714,0
203,2021-01-20,LA Clippers,Sacramento Kings,0.35714285714285715,1.0,0.5714285714285694,1
204,2021-01-20,Indiana Pacers,Dallas Mavericks,0.15384615384615385,0.0,5.461538461538453,0
205,2021-01-20,Golden State Warriors,San Antonio Spurs,0.011904761904761973,0.0,1.5238095238095326,1
206,2021-01-20,Cleveland Cavaliers,Brooklyn Nets,-0.10989010989010983,0.0,-19.395604395604394,1
207,2021-01-20,Philadelphia 76ers,Boston Celtics,-0.023809523809523725,0.0,2.8214285714285694,1
208,2021-01-20,Toronto Raptors,Miami Heat,-0.03205128205128205,0.0,1.5961538461538396,0
209,2021-01-21,Utah Jazz,New Orleans Pelicans,0.32967032967032966,1.0,3.763736263736263,1
210,2021-01-21,Golden State Warriors,New York Knicks,0.14871794871794874,0.0,12.707692307692312,0
211,2021-01-21,Milwaukee Bucks,Los Angeles Lakers,-0.09047619047619038,0.0,5.161904761904765,0
212,2021-01-22,Sacramento Kings,New York Knicks,-0.16666666666666669,0.0,11.316666666666663,1
213,2021-01-22,Cleveland Cavaliers,Brooklyn Nets,-0.033333333333333326,1.0,-17.076190476190476,1
214,2021-01-22,LA Clippers,Oklahoma City Thunder,0.2717948717948717,0.0,9.251282051282047,1
215,2021-01-22,Toronto Raptors,Miami Heat,-0.10439560439560441,-1.0,0.8351648351648322,1
216,2021-01-22,Charlotte Hornets,Chicago Bulls,0.0,0.0,-9.785714285714292,0
217,2021-01-22,Minnesota Timberwolves,Atlanta Hawks,-0.2692307692307692,-1.0,-5.230769230769226,0
218,2021-01-22,Phoenix Suns,Denver Nuggets,0.11538461538461542,1.0,-5.796703296703299,0
219,2021-01-22,Indiana Pacers,Orlando Magic,0.10476190476190472,0.0,8.857142857142861,1
220,2021-01-22,Detroit Pistons,Houston Rockets,-0.09340659340659344,0.0,-0.258241758241752,0
221,2021-01-22,San Antonio Spurs,Dallas Mavericks,0.033333333333333326,0.0,1.6904761904761898,0
222,2021-01-22,Philadelphia 76ers,Boston Celtics,0.05128205128205121,1.0,3.184615384615384,1
223,2021-01-23,Dallas Mavericks,Houston Rockets,0.17619047619047618,1.0,0.39047619047619264,0
224,2021-01-23,Utah Jazz,Golden State Warriors,0.16190476190476188,0.0,-0.3761904761904731,1
225,2021-01-23,Brooklyn Nets,Miami Heat,0.07142857142857145,0.0,11.285714285714292,1
226,2021-01-23,Chicago Bulls,Los Angeles Lakers,-0.2833333333333333,-1.0,2.674999999999997,0
227,2021-01-23,Phoenix Suns,Denver Nuggets,0.03809523809523807,0.0,-5.599999999999994,0
228,2021-01-23,Minnesota Timberwolves,New Orleans Pelicans,-0.14285714285714288,0.0,-1.9285714285714306,1
229,2021-01-23,Detroit Pistons,Philadelphia 76ers,-0.4875,0.0,-5.44583333333334,0
230,2021-01-24,LA Clippers,Oklahoma City Thunder,0.32142857142857145,1.0,9.544642857142861,1
231,2021-01-24,Boston Celtics,Cleveland Cavaliers,0.03809523809523807,0.0,6.238095238095241,1
232,2021-01-24,San Antonio Spurs,Washington Wizards,0.2272727272727273,0.0,-9.704545454545453,1
233,2021-01-24,Milwaukee Bucks,Atlanta Hawks,0.06666666666666665,0.0,7.200000000000003,1
234,2021-01-24,Indiana Pacers,Toronto Raptors,0.19999999999999996,0.0,2.86666666666666,0
235,2021-01-24,Portland Trail Blazers,New York Knicks,0.10084033613445376,0.0,13.563025210084035,1
236,2021-01-24,Orlando Magic,Charlotte Hornets,0.03749999999999998,0.0,-2.924999999999997,0
237,2021-01-25,Brooklyn Nets,Miami Heat,0.12941176470588234,1.0,10.733333333333334,1
238,2021-01-25,Chicago Bulls,Boston Celtics,-0.16249999999999998,0.0,3.4625000000000057,0
239,2021-01-25,Indiana Pacers,Toronto Raptors,0.125,-1.0,2.375,1
240,2021-01-25,Orlando Magic,Charlotte Hornets,-0.02573529411764708,-1.0,-2.92647058823529,1
241,2021-01-25,Portland Trail Blazers,Oklahoma City Thunder,0.19999999999999996,0.0,9.666666666666671,0
242,2021-01-25,Golden State Warriors,Minnesota Timberwolves,0.26666666666666666,0.0,5.266666666666666,1
243,2021-01-25,Cleveland Cavaliers,Los Angeles Lakers,-0.2647058823529411,0.0,-10.044117647058826,0
244,2021-01-25,Detroit Pistons,Philadelphia 76ers,-0.5183823529411765,-1.0,-5.356617647058826,1
245,2021-01-25,Dallas Mavericks,Denver Nuggets,-0.0625,1.0,-7.375,0
246,2021-01-26,Atlanta Hawks,LA Clippers,-0.2647058823529411,0.0,-2.327205882352942,1
247,2021-01-26,Houston Rockets,Washington Wizards,0.15000000000000002,0.0,-8.099999999999994,1
248,2021-01-26,Utah Jazz,New York Knicks,0.3055555555555556,-1.0,11.243055555555557,1
249,2021-01-27,Atlanta Hawks,Brooklyn Nets,-0.02614379084967322,0.0,-6.6013071895424815,0
250,2021-01-27,Miami Heat,Denver Nuggets,-0.21323529411764708,0.0,-9.07352941176471,0
251,2021-01-27,Phoenix Suns,Oklahoma City Thunder,0.09583333333333333,0.0,4.566666666666663,0
252,2021-01-27,Utah Jazz,Dallas Mavericks,0.2941176470588235,0.0,3.235294117647058,1
253,2021-01-27,Cleveland Cavaliers,Detroit Pistons,0.23529411764705882,1.0,-5.058823529411768,1
254,2021-01-27,Orlando Magic,Sacramento Kings,0.06944444444444442,0.0,-6.9375,0
255,2021-01-27,Toronto Raptors,Milwaukee Bucks,-0.21323529411764708,0.0,-9.591911764705884,0
256,2021-01-27,San Antonio Spurs,Boston Celtics,-0.09558823529411764,0.0,-1.647058823529406,1
257,2021-01-27,Philadelphia 76ers,Los Angeles Lakers,-0.11111111111111116,0.0,-0.6111111111111001,1
258,2021-01-27,New Orleans Pelicans,Washington Wizards,0.10256410256410253,0.0,-8.261538461538464,1
259,2021-01-27,Golden State Warriors,Minnesota Timberwolves,0.3125,1.0,6.3125,1
260,2021-01-27,Charlotte Hornets,Indiana Pacers,-0.17647058823529416,0.0,-5.82352941176471,0
261,2021-01-28,Miami Heat,LA Clippers,-0.36928104575163395,0.0,-7.653594771241828,0
262,2021-01-28,Detroit Pistons,Los Angeles Lakers,-0.5146198830409356,0.0,-4.505847953216374,1
263,2021-01-28,Houston Rockets,Portland Trail Blazers,-0.125,-1.0,-4.875,1
264,2021-01-28,Phoenix Suns,Golden State Warriors,-0.08823529411764708,0.0,-3.8125,1
265,2021-01-29,Oklahoma City Thunder,Brooklyn Nets,-0.10835913312693501,1.0,-13.238390092879257,0
266,2021-01-29,New Orleans Pelicans,Milwaukee Bucks,-0.2720588235294118,0.0,-10.577205882352942,1
267,2021-01-29,New York Knicks,Cleveland Cavaliers,-0.07894736842105265,0.0,-3.918128654970758,1
268,2021-01-29,Toronto Raptors,Sacramento Kings,-0.022875816993464027,1.0,-2.6078431372549034,0
269,2021-01-29,Charlotte Hornets,Indiana Pacers,-0.22222222222222227,-1.0,-6.055555555555557,1
270,2021-01-29,Washington Wizards,Atlanta Hawks,-0.2857142857142857,0.0,2.658730158730151,0
271,2021-01-29,San Antonio Spurs,Denver Nuggets,-0.05555555555555558,0.0,-5.111111111111114,1
272,2021-01-29,Orlando Magic,LA Clippers,-0.3157894736842105,0.0,-8.05263157894737,0
273,2021-01-29,Minnesota Timberwolves,Philadelphia 76ers,-0.44891640866873067,0.0,-6.015479876160981,0
274,2021-01-29,Utah Jazz,Dallas Mavericks,0.33333333333333337,1.0,3.7222222222222285,1
275,2021-01-30,Miami Heat,Sacramento Kings,-0.1111111111111111,0.0,-7.5,1
276,2021-01-30,Charlotte Hornets,Milwaukee Bucks,-0.19005847953216382,0.0,-12.42690058479532,1
277,2021-01-30,San Antonio Spurs,Memphis Grizzlies,0.04048582995951422,1.0,5.0688259109311815,0
278,2021-01-30,Dallas Mavericks,Phoenix Suns,-0.10835913312693501,-1.0,-1.5170278637770878,0
279,2021-01-30,Golden State Warriors,Detroit Pistons,0.2923976608187135,1.0,3.5701754385964932,1
280,2021-01-30,Boston Celtics,Los Angeles Lakers,-0.11176470588235288,0.0,-0.21176470588234508,0
281,2021-01-30,New Orleans Pelicans,Houston Rockets,-0.05882352941176472,0.0,0.3529411764705799,0
282,2021-01-30,Chicago Bulls,Portland Trail Blazers,-0.11764705882352944,1.0,0.764705882352942,0
