,Date,Home,Away,Win Percent Diff,WP vs. A Diff,Points Diff,Result
613,2022-01-11,Memphis Grizzlies,Golden State Warriors,-0.2142857142857143,1.0,-0.8214285714285694,1
614,2022-01-11,New Orleans Pelicans,Minnesota Timberwolves,-0.16858237547892718,-0.3333333333333333,-4.384418901660283,1
615,2022-01-11,LA Clippers,Denver Nuggets,0.05291005291005291,0.0,0.39947089947089864,1
616,2022-01-16,Detroit Pistons,Phoenix Suns,-0.55,-1.0,-10.550000000000011,0
617,2022-01-12,Indiana Pacers,Boston Celtics,-0.12195121951219512,-1.0,0.3658536585365937,0
618,2022-01-12,Philadelphia 76ers,Charlotte Hornets,0.05315822388993119,1.0,-7.55409631019387,0
619,2022-01-12,Washington Wizards,Orlando Magic,0.33333333333333337,1.0,6.214285714285708,1
620,2022-01-12,Atlanta Hawks,Miami Heat,-0.18414634146341463,0.0,2.81280487804878,0
621,2022-01-12,New York Knicks,Dallas Mavericks,-0.06219512195121957,0.0,-1.5798780487805004,1
622,2022-01-12,San Antonio Spurs,Houston Rockets,0.09756097560975607,0.0,2.268292682926827,0
623,2022-01-12,Utah Jazz,Cleveland Cavaliers,0.13530778164924506,1.0,8.49303135888502,0
624,2022-01-12,Chicago Bulls,Brooklyn Nets,0.07499999999999996,1.0,0.625,0
625,2022-01-12,Sacramento Kings,Los Angeles Lakers,-0.14010209869540557,-0.3333333333333333,-3.0697674418604635,1
626,2022-01-13,Milwaukee Bucks,Golden State Warriors,-0.13646922183507548,0.0,1.3548199767711964,1
627,2022-01-13,Memphis Grizzlies,Minnesota Timberwolves,0.1866137266023823,0.0,2.1871809415768695,1
628,2022-01-13,New Orleans Pelicans,LA Clippers,-0.14285714285714285,1.0,1.0238095238095326,1
629,2022-01-13,Brooklyn Nets,Oklahoma City Thunder,0.30914634146341463,1.0,11.706707317073167,0
630,2022-01-13,Denver Nuggets,Portland Trail Blazers,0.13658536585365855,0.0,-2.140853658536585,1
631,2022-01-14,Charlotte Hornets,Orlando Magic,0.3615725359911407,1.0,13.256921373200441,0
632,2022-01-14,Detroit Pistons,Toronto Raptors,-0.29268292682926833,1.0,-6.560975609756099,1
633,2022-01-14,Indiana Pacers,Phoenix Suns,-0.42334494773519166,0.0,-4.674796747967477,0
634,2022-01-14,Philadelphia 76ers,Boston Celtics,0.07499999999999996,0.0,-0.3619047619047535,1
635,2022-01-14,Miami Heat,Atlanta Hawks,0.20383275261324046,1.0,-2.1626016260162544,1
636,2022-01-14,Chicago Bulls,Golden State Warriors,-0.03135888501742157,-1.0,1.8739837398373993,0
637,2022-01-14,San Antonio Spurs,Cleveland Cavaliers,-0.20099667774086377,0.0,3.150055370985598,0
638,2022-01-14,Memphis Grizzlies,Dallas Mavericks,0.1452328159645232,0.0,6.981707317073173,0
639,2022-01-14,Sacramento Kings,Houston Rockets,0.10064935064935066,0.0,0.9621212121212182,1
640,2022-01-15,Milwaukee Bucks,Toronto Raptors,0.10465116279069764,-1.0,4.152270210409753,0
641,2022-01-15,Washington Wizards,Portland Trail Blazers,0.1446398184912081,0.0,-0.7560975609756042,0
642,2022-01-15,Atlanta Hawks,New York Knicks,-0.07142857142857145,-1.0,6.714285714285708,0
643,2022-01-15,Brooklyn Nets,New Orleans Pelicans,0.24695459579180512,1.0,5.759689922480618,1
644,2022-01-15,Miami Heat,Philadelphia 76ers,0.06579693703913791,1.0,1.5354509359047057,0
645,2022-01-15,Oklahoma City Thunder,Cleveland Cavaliers,-0.22671840354767187,0.0,-6.698447893569849,0
646,2022-01-15,Boston Celtics,Chicago Bulls,-0.17829457364341084,-1.0,-3.7751937984496067,1
647,2022-01-15,San Antonio Spurs,LA Clippers,-0.1395348837209302,0.0,6.0697674418604635,1
648,2022-01-15,Denver Nuggets,Los Angeles Lakers,0.04761904761904767,0.0,-4.666666666666671,1
649,2022-01-15,Dallas Mavericks,Orlando Magic,0.3430735930735931,0.0,3.314935064935071,1
650,2022-01-16,Sacramento Kings,Houston Rockets,0.10380034032898466,0.0,1.0765740215541655,0
651,2022-01-16,Minnesota Timberwolves,Golden State Warriors,-0.24390243902439024,-1.0,-0.1219512195121979,1
652,2022-01-16,Denver Nuggets,Utah Jazz,-0.14634146341463417,-1.0,-9.073170731707307,0
653,2022-01-17,Boston Celtics,New Orleans Pelicans,0.13636363636363635,0.0,1.818181818181813,1
654,2022-01-17,New York Knicks,Charlotte Hornets,-0.023255813953488302,-1.0,-10.325581395348848,0
655,2022-01-17,Washington Wizards,Philadelphia 76ers,-0.07251082251082253,-1.0,0.5216450216450284,1
656,2022-01-17,Cleveland Cavaliers,Brooklyn Nets,-0.05012919896640833,-1.0,-4.41602067183463,1
657,2022-01-17,Memphis Grizzlies,Chicago Bulls,0.015503875968992165,0.0,0.2956072351421142,1
658,2022-01-17,LA Clippers,Indiana Pacers,0.1284355179704017,0.0,-3.2352008456659718,1
659,2022-01-17,Atlanta Hawks,Milwaukee Bucks,-0.17230443974630022,1.0,-0.31976744186046346,1
660,2022-01-17,Orlando Magic,Portland Trail Blazers,-0.20476190476190476,0.0,-7.015873015873012,0
661,2022-01-17,Miami Heat,Toronto Raptors,0.12473572938689215,0.0,1.4238900634249347,1
662,2022-01-17,Dallas Mavericks,Oklahoma City Thunder,0.2248062015503876,1.0,4.702657807308967,1
663,2022-01-17,San Antonio Spurs,Phoenix Suns,-0.42207792207792205,-1.0,-2.1287878787878753,0
664,2022-01-17,Los Angeles Lakers,Utah Jazz,-0.18604651162790697,0.0,-3.6279069767441854,1
665,2022-01-18,New York Knicks,Minnesota Timberwolves,0.011627906976744207,1.0,-5.95771670190274,0
666,2022-01-18,Golden State Warriors,Detroit Pistons,0.4664502164502165,1.0,8.798701298701303,1
667,2022-01-19,Philadelphia 76ers,Orlando Magic,0.3857431749241659,1.0,5.715369059656226,1
668,2022-01-19,Washington Wizards,Brooklyn Nets,-0.08030303030303032,0.0,-3.50555555555556,0
669,2022-01-19,Atlanta Hawks,Minnesota Timberwolves,-0.06818181818181818,1.0,0.9772727272727195,1
670,2022-01-19,Boston Celtics,Charlotte Hornets,-0.03434343434343434,1.0,-6.87777777777778,0
671,2022-01-19,Miami Heat,Portland Trail Blazers,0.22583979328165377,1.0,0.015503875969002934,1
672,2022-01-19,Chicago Bulls,Cleveland Cavaliers,0.049407114624505866,-1.0,3.6403162055336082,1
673,2022-01-19,Milwaukee Bucks,Memphis Grizzlies,-0.09613526570048314,0.0,-0.4932367149758363,1
674,2022-01-19,Dallas Mavericks,Toronto Raptors,0.06818181818181823,1.0,-1.7045454545454533,1
675,2022-01-19,San Antonio Spurs,Oklahoma City Thunder,0.029974160206718337,-1.0,9.319379844961247,1
676,2022-01-19,Utah Jazz,Houston Rockets,0.3636363636363636,1.0,6.204545454545453,0
677,2022-01-19,Denver Nuggets,LA Clippers,0.05656565656565654,0.0,2.9974747474747545,1
678,2022-01-19,Sacramento Kings,Detroit Pistons,0.15874620829120326,1.0,8.647623862487364,0
679,2022-01-19,Los Angeles Lakers,Indiana Pacers,0.15909090909090912,1.0,3.5454545454545467,0
680,2022-01-20,New York Knicks,New Orleans Pelicans,0.1333333333333333,1.0,-1.2666666666666657,0
681,2022-01-20,Dallas Mavericks,Phoenix Suns,-0.2129198966408269,-1.0,-7.157105943152459,0
682,2022-01-20,Golden State Warriors,Indiana Pacers,0.35555555555555557,1.0,2.0444444444444514,0
683,2022-01-21,Charlotte Hornets,Oklahoma City Thunder,0.2373737373737374,0.0,13.717676767676764,1
684,2022-01-21,Orlando Magic,Los Angeles Lakers,-0.2973995271867612,-1.0,-9.545153664302603,0
685,2022-01-21,Philadelphia 76ers,LA Clippers,0.11264822134387353,0.0,2.2677865612648134,0
686,2022-01-21,Atlanta Hawks,Miami Heat,-0.20772946859903385,-1.0,3.1014492753623273,1
687,2022-01-21,Boston Celtics,Portland Trail Blazers,0.09090909090909088,1.0,-0.7727272727272663,0
688,2022-01-21,Washington Wizards,Toronto Raptors,0.03285024154589372,-0.3333333333333333,1.5009661835748886,0
689,2022-01-21,Milwaukee Bucks,Chicago Bulls,-0.057487922705314,0.0,0.27487922705314816,1
690,2022-01-21,San Antonio Spurs,Brooklyn Nets,-0.2526570048309179,-1.0,-1.606763285024158,0
691,2022-01-21,Denver Nuggets,Memphis Grizzlies,-0.10401891252955076,-1.0,-3.473286052009456,0
692,2022-01-21,Utah Jazz,Detroit Pistons,0.3944444444444445,-1.0,13.00454545454545,1
693,2022-01-21,Golden State Warriors,Houston Rockets,0.38454106280193234,1.0,1.351207729468598,1
694,2022-01-22,Cleveland Cavaliers,Oklahoma City Thunder,0.2633569739952719,1.0,6.866193853427902,1
695,2022-01-22,Milwaukee Bucks,Sacramento Kings,0.21276595744680848,0.0,1.0851063829787222,1
696,2022-01-22,Phoenix Suns,Indiana Pacers,0.4258893280632411,1.0,4.171936758893281,1
697,2022-01-23,New York Knicks,LA Clippers,-0.011100832562442153,0.0,-1.2974098057354269,1
698,2022-01-23,Washington Wizards,Boston Celtics,0.021276595744680826,1.0,0.9361702127659584,0
699,2022-01-23,Miami Heat,Los Angeles Lakers,0.13829787234042556,-1.0,-2.859851988899166,1
700,2022-01-23,Orlando Magic,Chicago Bulls,-0.4429347826086957,-1.0,-9.057971014492765,1
701,2022-01-23,Toronto Raptors,Portland Trail Blazers,0.07777777777777778,-1.0,-1.2888888888888914,0
702,2022-01-23,Charlotte Hornets,Atlanta Hawks,0.10869565217391303,0.0,2.9347826086956417,0
703,2022-01-23,San Antonio Spurs,Philadelphia 76ers,-0.21607565011820323,-1.0,2.6165484633569775,0
704,2022-01-23,Dallas Mavericks,Memphis Grizzlies,-0.10144927536231885,0.3333333333333333,-6.779891304347828,1
705,2022-01-23,Minnesota Timberwolves,Brooklyn Nets,-0.1415458937198068,-1.0,-1.5772946859903385,1
706,2022-01-23,Denver Nuggets,Detroit Pistons,0.2990338164251207,0.0,6.809178743961354,1
707,2022-01-23,Golden State Warriors,Utah Jazz,0.04995374653098983,1.0,-4.632284921369106,1
708,2022-01-24,Cleveland Cavaliers,New York Knicks,0.09397163120567381,1.0,3.0802304964539076,1
709,2022-03-03,Atlanta Hawks,Chicago Bulls,-0.14893617021276595,-1.0,1.1063829787234027,1
710,2022-01-10,Houston Rockets,Philadelphia 76ers,-0.2121212121212121,0.0,1.030303030303017,0
711,2022-01-24,New Orleans Pelicans,Indiana Pacers,0.007863089731729833,-1.0,-2.6702127659574444,1
712,2022-01-24,Phoenix Suns,Utah Jazz,0.16170212765957448,0.0,-1.7673758865248175,1
713,2022-01-25,Detroit Pistons,Denver Nuggets,-0.3666666666666667,0.0,-7.433333333333323,0
714,2022-01-25,Toronto Raptors,Charlotte Hornets,-0.016129032258064502,0.0,-8.546236559139786,1
715,2022-01-25,Washington Wizards,LA Clippers,-0.017204301075268824,0.0,-0.4193548387096797,0
716,2022-01-25,Boston Celtics,Sacramento Kings,0.08064516129032256,0.0,-2.7913978494623706,1
717,2022-01-25,Brooklyn Nets,Los Angeles Lakers,0.18387096774193545,0.0,-0.2849462365591364,0
718,2022-01-25,Houston Rockets,San Antonio Spurs,-0.04597701149425287,0.0,-3.1873563218390757,0
719,2022-01-25,Golden State Warriors,Dallas Mavericks,0.30000000000000004,0.0,7.007142857142867,1
720,2022-01-25,Portland Trail Blazers,Minnesota Timberwolves,-0.06340378197997776,-1.0,-0.20578420467185765,0
721,2022-01-26,Cleveland Cavaliers,Milwaukee Bucks,0.01310483870967738,0.0,-2.483870967741936,1
722,2022-01-26,Indiana Pacers,Charlotte Hornets,-0.09677419354838707,-1.0,-7.6451612903225765,0
723,2022-01-26,Orlando Magic,LA Clippers,-0.33978494623655914,-1.0,-4.6451612903225765,0
724,2022-01-26,Atlanta Hawks,Sacramento Kings,0.08064516129032256,0.0,0.8752688172043008,1
725,2022-02-28,Brooklyn Nets,Toronto Raptors,0.10416666666666663,1.0,4.625,0
726,2022-01-26,Miami Heat,New York Knicks,0.14731182795698927,0.0,0.7784946236559165,1
727,2022-01-26,San Antonio Spurs,Memphis Grizzlies,-0.23359288097886544,0.0,-1.5083426028920996,0
728,2022-01-28,New Orleans Pelicans,Denver Nuggets,-0.17952127659574468,-1.0,-3.046985815602838,0
729,2022-01-24,Oklahoma City Thunder,Chicago Bulls,-0.31267345050878814,0.0,-10.205365402405192,0
730,2022-01-26,Utah Jazz,Phoenix Suns,-0.13177339901477825,0.0,4.51600985221674,0
731,2022-01-26,Portland Trail Blazers,Dallas Mavericks,-0.08064516129032256,0.0,4.091013824884797,0
732,2022-01-27,Philadelphia 76ers,Los Angeles Lakers,0.0957446808510638,0.0,-3.463652482269495,1
733,2022-01-27,Golden State Warriors,Minnesota Timberwolves,0.20364741641337392,0.0,-0.7941815023881844,1
734,2022-01-28,Charlotte Hornets,Los Angeles Lakers,0.05102040816326525,-1.0,3.7304421768707527,1
735,2022-01-28,Orlando Magic,Detroit Pistons,-0.034042553191489355,-1.0,0.0374468085106372,1
736,2022-01-28,Atlanta Hawks,Boston Celtics,-0.020408163265306145,1.0,4.183673469387756,1
737,2022-01-28,Miami Heat,LA Clippers,0.15306122448979587,-1.0,3.093469387755107,1
738,2022-01-28,Houston Rockets,Portland Trail Blazers,-0.13386524822695034,-1.0,-0.13297872340424988,0
739,2022-01-28,Memphis Grizzlies,Utah Jazz,0.03500000000000003,1.0,-2.364999999999995,1
740,2022-01-28,Oklahoma City Thunder,Indiana Pacers,-0.04259094942324754,0.0,-8.284826974267972,0
741,2022-01-28,San Antonio Spurs,Chicago Bulls,-0.24416666666666664,0.0,-0.2533333333333303,1
742,2022-01-28,Phoenix Suns,Minnesota Timberwolves,0.29370952821461616,1.0,1.5642923219241425,1
743,2022-01-28,Milwaukee Bucks,New York Knicks,0.1224489795918367,0.3333333333333333,7.693877551020407,1
744,2022-01-29,New Orleans Pelicans,Boston Celtics,-0.125,-1.0,-1.9908333333333275,0
745,2022-01-29,Dallas Mavericks,Indiana Pacers,0.2114285714285714,-1.0,-3.1893877551020466,1
746,2022-01-29,Philadelphia 76ers,Sacramento Kings,0.24416666666666664,1.0,-1.9925000000000068,1
747,2022-01-29,Miami Heat,Toronto Raptors,0.14979591836734696,1.0,1.0628571428571405,0
748,2022-01-29,Memphis Grizzlies,Washington Wizards,0.1768707482993197,-1.0,3.8203281312525093,1
749,2022-01-29,Golden State Warriors,Brooklyn Nets,0.12816326530612243,1.0,-1.2130612244897918,1
750,2022-01-30,Atlanta Hawks,Los Angeles Lakers,0.020000000000000018,-1.0,1.3599999999999994,1
751,2022-01-30,Charlotte Hornets,LA Clippers,0.06980392156862752,-1.0,9.234901960784313,0
752,2022-01-30,Chicago Bulls,Portland Trail Blazers,0.17142857142857143,-1.0,2.2640816326530597,1
753,2022-01-30,Detroit Pistons,Cleveland Cavaliers,-0.37083333333333335,-1.0,-5.077500000000001,1
754,2022-01-30,Orlando Magic,Dallas Mavericks,-0.364313725490196,-1.0,-3.6482352941176543,1
755,2022-01-30,Milwaukee Bucks,Denver Nuggets,0.02857142857142858,1.0,2.7412244897959255,0
756,2022-01-30,Minnesota Timberwolves,Utah Jazz,-0.11020408163265305,-1.0,-2.3738775510204135,1
757,2022-01-30,Phoenix Suns,San Antonio Spurs,0.43995098039215685,1.0,1.8321078431372513,1
758,2022-01-31,Cleveland Cavaliers,New Orleans Pelicans,0.22088835534213686,-1.0,1.5470188075230027,1
759,2022-01-31,Indiana Pacers,LA Clippers,-0.14705882352941174,-1.0,2.723981900452486,1
760,2022-01-31,Philadelphia 76ers,Memphis Grizzlies,-0.06083202511773944,-1.0,-4.369701726844596,1
761,2022-01-31,Boston Celtics,Miami Heat,-0.13725490196078438,1.0,-1.4313725490196134,1
762,2022-01-31,New York Knicks,Sacramento Kings,0.10705882352941176,0.0,-5.669803921568629,1
763,2022-01-31,Houston Rockets,Golden State Warriors,-0.43977591036414565,-1.0,-2.1456582633053216,0
764,2022-01-31,Oklahoma City Thunder,Portland Trail Blazers,-0.1283333333333333,0.0,-8.189999999999998,1
765,2022-02-01,Detroit Pistons,New Orleans Pelicans,-0.11510204081632652,-1.0,-2.9134693877551,0
766,2022-01-31,Atlanta Hawks,Toronto Raptors,-0.010196078431372602,0.0,4.290588235294109,0
767,2022-02-01,Milwaukee Bucks,Washington Wizards,0.1082352941176471,-1.0,3.6309803921568715,1
768,2022-02-01,Chicago Bulls,Orlando Magic,0.37707390648567113,0.3333333333333333,8.873680241327307,1
769,2022-02-01,Minnesota Timberwolves,Denver Nuggets,-0.07999999999999996,0.0,2.1199999999999903,1
770,2022-02-01,San Antonio Spurs,Golden State Warriors,-0.36538461538461536,1.0,0.3076923076923066,0
771,2022-02-01,Phoenix Suns,Brooklyn Nets,0.23632653061224496,1.0,1.317142857142855,1
772,2022-02-02,Indiana Pacers,Orlando Magic,0.13896952104499272,0.0,6.111393323657481,0
773,2022-02-02,Philadelphia 76ers,Washington Wizards,0.14941176470588236,0.0,0.2525490196078408,0
774,2022-02-02,Boston Celtics,Charlotte Hornets,-0.02978883861236803,0.0,-6.509426847662141,1
775,2022-02-02,New York Knicks,Memphis Grizzlies,-0.18978912319644836,0.0,-8.015908250092494,0
776,2022-02-02,Houston Rockets,Cleveland Cavaliers,-0.3161538461538461,-1.0,1.453076923076921,1
777,2022-02-02,Dallas Mavericks,Oklahoma City Thunder,0.2625050020008003,1.0,5.404161664665864,0
778,2022-02-02,Utah Jazz,Denver Nuggets,0.019607843137254943,1.0,3.941176470588232,1
779,2022-02-02,Sacramento Kings,Brooklyn Nets,-0.222473604826546,0.0,-2.279411764705884,1
780,2022-02-02,Los Angeles Lakers,Portland Trail Blazers,0.05882352941176472,0.0,2.588235294117652,1
781,2022-02-03,Detroit Pistons,Minnesota Timberwolves,-0.32142857142857145,0.0,-8.964285714285708,0
782,2022-02-03,Atlanta Hawks,Phoenix Suns,-0.31481481481481477,-1.0,0.5793650793650897,1
783,2022-02-01,Toronto Raptors,Miami Heat,-0.11461538461538456,0.0,-0.6276923076922998,1
784,2022-02-03,Golden State Warriors,Sacramento Kings,0.40763546798029554,1.0,0.6834975369458078,1
785,2022-02-03,LA Clippers,Los Angeles Lakers,0.0,1.0,-5.0,1
786,2022-02-04,Charlotte Hornets,Cleveland Cavaliers,-0.046444121915820036,0.0,7.572568940493468,0
787,2022-02-04,Detroit Pistons,Boston Celtics,-0.293007769145394,0.0,-5.487236403995553,0
788,2022-02-04,Indiana Pacers,Chicago Bulls,-0.2568940493468796,-0.3333333333333333,-2.636066763425262,0
789,2022-02-04,Toronto Raptors,Atlanta Hawks,0.029027576197387495,1.0,-4.279753265602324,1
790,2022-02-04,Dallas Mavericks,Philadelphia 76ers,-0.0501508295625942,0.0,-1.5343137254901933,1
791,2022-02-04,San Antonio Spurs,Houston Rockets,0.06437291897891229,0.0,2.7203107658157677,1
792,2022-02-04,Utah Jazz,Brooklyn Nets,0.038461538461538436,0.0,2.0961538461538396,1
793,2022-02-04,Denver Nuggets,New Orleans Pelicans,0.18514328808446456,1.0,4.127828054298632,0
794,2022-02-04,Portland Trail Blazers,Oklahoma City Thunder,0.08384615384615385,-1.0,7.035384615384615,0
795,2022-02-05,Orlando Magic,Memphis Grizzlies,-0.42592592592592593,0.0,-9.148148148148152,0
796,2022-02-05,Charlotte Hornets,Miami Heat,-0.09433962264150941,-1.0,5.339622641509436,0
797,2022-02-05,Washington Wizards,Phoenix Suns,-0.32315233785822023,-1.0,-5.4626696832579285,0
798,2022-02-05,Los Angeles Lakers,New York Knicks,0.010159651669085612,-1.0,6.582002902757608,1
799,2022-02-05,Portland Trail Blazers,Milwaukee Bucks,-0.1999274310595065,0.0,-3.631349782293185,0
800,2022-02-05,Sacramento Kings,Oklahoma City Thunder,0.018518518518518545,0.0,8.408496732026137,1
801,2022-02-06,Chicago Bulls,Philadelphia 76ers,0.02648766328011609,-1.0,4.309506531204647,0
802,2022-02-06,Minnesota Timberwolves,Detroit Pistons,0.2884615384615385,1.0,9.865384615384613,1
803,2022-02-06,Denver Nuggets,Brooklyn Nets,0.0,1.0,-1.754716981132077,1
804,2022-02-06,Cleveland Cavaliers,Indiana Pacers,0.2407407407407407,1.0,-2.5,1
805,2022-02-06,Orlando Magic,Boston Celtics,-0.30067340067340076,-1.0,-4.65387205387205,0
806,2022-02-06,Dallas Mavericks,Atlanta Hawks,0.06603773584905659,-1.0,-6.21733053808525,1
807,2022-02-06,Houston Rockets,New Orleans Pelicans,-0.0961538461538462,1.0,2.865384615384613,0
808,2022-02-06,LA Clippers,Milwaukee Bucks,-0.10377358490566035,0.0,-5.73969252271138,0
809,2022-02-07,Charlotte Hornets,Toronto Raptors,-0.028651292802236217,-1.0,5.08350803633823,0
810,2022-02-07,Washington Wizards,Miami Heat,-0.15793151642208247,-0.3333333333333333,-1.5911949685534665,0
811,2022-02-07,Chicago Bulls,Phoenix Suns,-0.19658119658119655,0.0,-0.8782051282051384,0
812,2022-02-07,Oklahoma City Thunder,Golden State Warriors,-0.4138176638176638,-1.0,-10.165954415954417,0
813,2022-02-07,Utah Jazz,New York Knicks,0.15094339622641506,0.0,9.28301886792454,1
814,2022-02-08,Philadelphia 76ers,Phoenix Suns,-0.20754716981132082,0.0,-5.169811320754704,0
815,2022-02-08,Atlanta Hawks,Indiana Pacers,0.14545454545454545,1.0,3.3999999999999915,1
816,2022-02-08,Brooklyn Nets,Boston Celtics,-0.008417508417508324,1.0,2.9094276094276097,0
817,2022-02-08,Memphis Grizzlies,LA Clippers,0.18181818181818182,1.0,6.327272727272728,1
818,2022-02-08,New Orleans Pelicans,Houston Rockets,0.11320754716981135,0.0,-2.566037735849065,1
819,2022-02-08,Dallas Mavericks,Detroit Pistons,0.3476589797344514,0.0,3.750873515024466,1
820,2022-02-08,Denver Nuggets,New York Knicks,0.11111111111111116,1.0,5.314814814814824,1
821,2022-02-08,Los Angeles Lakers,Milwaukee Bucks,-0.1296296296296297,-1.0,-1.462962962962962,0
822,2022-02-08,Portland Trail Blazers,Orlando Magic,0.15674603174603174,1.0,4.886904761904759,0
823,2022-02-08,Sacramento Kings,Minnesota Timberwolves,-0.16466552315608918,-1.0,-2.9228130360205853,0
824,2022-02-09,Cleveland Cavaliers,San Antonio Spurs,0.22962962962962963,1.0,-4.972727272727269,1
825,2022-02-09,Charlotte Hornets,Chicago Bulls,-0.09090909090909094,-1.0,1.2909090909090963,0
826,2022-02-09,Oklahoma City Thunder,Toronto Raptors,-0.23480083857442352,1.0,-7.667365478686236,0
827,2022-02-09,Utah Jazz,Golden State Warriors,-0.13434343434343432,-1.0,2.4659932659932764,1
828,2022-02-09,Portland Trail Blazers,Los Angeles Lakers,-0.09090909090909088,-0.3333333333333333,-3.4363636363636374,1
829,2022-02-09,Sacramento Kings,Minnesota Timberwolves,-0.17989417989417994,-1.0,-3.2420634920634797,1
830,2022-02-10,Detroit Pistons,Memphis Grizzlies,-0.4563492063492064,-1.0,-10.905423280423278,0
831,2022-02-10,Washington Wizards,Brooklyn Nets,-0.06430976430976426,-0.3333333333333333,-3.7101010101010132,1
832,2022-02-10,New Orleans Pelicans,Miami Heat,-0.22895622895622897,-1.0,-3.039057239057243,0
833,2022-02-10,Houston Rockets,Toronto Raptors,-0.2858585858585858,0.0,-0.652188552188548,0
834,2022-02-10,Dallas Mavericks,LA Clippers,0.09967532467532464,0.0,0.006818181818175617,1
835,2022-02-10,Phoenix Suns,Milwaukee Bucks,0.1966329966329966,0.0,0.2545454545454504,1
836,2022-02-10,Golden State Warriors,New York Knicks,0.29577922077922075,1.0,6.150974025974023,0
837,2022-02-11,Detroit Pistons,Charlotte Hornets,-0.28181818181818186,-1.0,-11.031493506493504,0
838,2022-02-11,Indiana Pacers,Cleveland Cavaliers,-0.2678571428571428,-1.0,2.3035714285714306,0
839,2022-02-11,Philadelphia 76ers,Oklahoma City Thunder,0.27777777777777773,1.0,6.925925925925924,1
840,2022-02-11,Atlanta Hawks,San Antonio Spurs,0.13636363636363635,1.0,1.3724025974025977,0
841,2022-02-11,Boston Celtics,Denver Nuggets,-0.010064935064934999,0.0,-1.644155844155847,1
842,2022-02-11,Chicago Bulls,Minnesota Timberwolves,0.07987012987012987,0.0,-0.6766233766233825,1
843,2022-02-11,Utah Jazz,Orlando Magic,0.3725677830940989,-1.0,10.459011164274315,1
844,2022-02-12,Portland Trail Blazers,New York Knicks,-0.0535714285714286,0.0,2.839285714285708,1
845,2022-02-12,Charlotte Hornets,Memphis Grizzlies,-0.17543859649122806,1.0,0.3684210526315752,0
846,2022-02-12,Washington Wizards,Sacramento Kings,0.10430622009569379,-1.0,-2.875279106858059,0
847,2022-02-12,New Orleans Pelicans,San Antonio Spurs,0.025000000000000022,-1.0,-5.89837662337662,0
848,2022-02-12,Philadelphia 76ers,Cleveland Cavaliers,-0.01403508771929829,0.0,0.9540669856459232,1
849,2022-02-12,Toronto Raptors,Denver Nuggets,0.017857142857142794,0.0,-0.6071428571428612,0
850,2022-02-12,Miami Heat,Brooklyn Nets,0.125,1.0,-1.7321428571428612,1
851,2022-02-12,Chicago Bulls,Oklahoma City Thunder,0.3049441786283892,1.0,11.941945773524722,1
852,2022-02-12,Dallas Mavericks,LA Clippers,0.11560150375939854,0.3333333333333333,0.1312656641604093,0
853,2022-02-12,Golden State Warriors,Los Angeles Lakers,0.2550125313283208,1.0,-0.17418546365915688,1
854,2022-02-12,Phoenix Suns,Orlando Magic,0.5768025078369906,0.0,10.275548589341696,1
855,2022-02-13,Boston Celtics,Atlanta Hawks,0.07017543859649122,-1.0,-4.245614035087726,1
856,2022-02-13,Indiana Pacers,Minnesota Timberwolves,-0.1845238095238096,-1.0,-4.176378446115294,0
857,2022-02-14,Washington Wizards,Detroit Pistons,0.25,1.0,4.571428571428569,1
858,2022-02-14,Brooklyn Nets,Sacramento Kings,0.12946158499697524,-1.0,0.5290381125226844,1
859,2022-02-14,New York Knicks,Oklahoma City Thunder,0.1350250626566416,-1.0,4.0585839598997495,0
860,2022-02-14,Chicago Bulls,San Antonio Spurs,0.23472474289171208,-1.0,0.6757410768300076,1
861,2022-02-14,Milwaukee Bucks,Portland Trail Blazers,0.20363408521303256,1.0,4.976190476190467,0
862,2022-02-14,New Orleans Pelicans,Toronto Raptors,-0.16854636591478694,-1.0,-3.476503759398497,1
863,2022-02-14,Denver Nuggets,Orlando Magic,0.3241153731787094,-1.0,6.845078798691645,1
864,2022-02-14,Utah Jazz,Houston Rockets,0.3522727272727273,0.0,5.243831168831164,1
865,2022-02-14,LA Clippers,Golden State Warriors,-0.24137931034482757,-1.0,-4.637931034482762,1
866,2022-02-15,Atlanta Hawks,Cleveland Cavaliers,-0.12068965517241376,0.3333333333333333,5.862068965517238,1
867,2022-02-15,Miami Heat,Dallas Mavericks,0.07017543859649122,1.0,2.7368421052631646,0
868,2022-02-15,Philadelphia 76ers,Boston Celtics,0.03817733990147776,0.3333333333333333,-0.7549261083743772,0
869,2022-02-15,Milwaukee Bucks,Indiana Pacers,0.2689050211736237,1.0,3.4748941318814275,1
870,2022-02-15,Minnesota Timberwolves,Charlotte Hornets,0.02631578947368418,-1.0,-0.49425287356322656,1
871,2022-02-15,New Orleans Pelicans,Memphis Grizzlies,-0.2861464004839686,1.0,-7.498487598306113,0
872,2022-02-15,Phoenix Suns,LA Clippers,0.3299031476997578,0.0,7.220036319612603,1
873,2022-02-16,Orlando Magic,Atlanta Hawks,-0.25819209039548024,-0.3333333333333333,-9.342655367231643,0
874,2022-02-16,Boston Celtics,Detroit Pistons,0.3657448706512043,1.0,6.427594409753198,0
875,2022-02-16,Indiana Pacers,Washington Wizards,-0.15165031222123104,0.0,2.2022004162949713,1
876,2022-02-16,New York Knicks,Brooklyn Nets,-0.0862068965517242,-1.0,-5.620689655172427,0
